interest,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Ethiopia,Finland,France,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
MMOs,,,,,64035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32820.0,,,,,,,19410.0,,,,,,,,,,25590.0,,,,,,,,,,,,,,,,,,,25860.0,,,,,,35865.0,,,,12615.0,,,,,,,,,,,,,,,11835.0,,,,,,,,,,,,,,
Magic and Illusion,,21510.0,,,207090.0,,11205.0,,32835.0,,,,14340.0,,,,95640.0,,,,,,,,,,20160.0,,,370770.0,,28305.0,,,,,352335.0,48390.0,,,31140.0,,17610.0,,42750.0,,,18930.0,13665.0,,,,,,232470.0,,,,21765.0,,21645.0,,,25395.0,58125.0,,,,11265.0,10290.0,,,,75450.0,11325.0,26745.0,,,,64170.0,,,,50220.0,,,33255.0,,,31320.0,,,,11100.0,17925.0,,,,137295.0,,,,106485.0,36855.0,324015.0,,,,,,,,
Makeup and Accessories,,,,,29475.0,,20550.0,,,,,,,,,,16530.0,,,,,,,,,,12105.0,,,88125.0,,,,,,,539730.0,111705.0,,,,,,,25740.0,,,35745.0,,,,,,,56940.0,,,,,,10950.0,,,,,,,,19155.0,,,,,59835.0,,43725.0,,,,102360.0,,,,22815.0,,,10650.0,,,,,,,,,,,,77625.0,,,,192120.0,17805.0,52935.0,,,,,,,,
Malls & Shopping Centers,,35670.0,,,135735.0,,26475.0,,11985.0,,,,33750.0,,,,35430.0,,,,,,,,,,100755.0,17415.0,,44445.0,,35595.0,29280.0,,,,2510040.0,424080.0,62625.0,12480.0,12900.0,103335.0,75450.0,,280995.0,34710.0,202980.0,57255.0,108525.0,,,,,,1135590.0,,,,11445.0,,96675.0,,,17850.0,41475.0,,242850.0,11685.0,55740.0,77850.0,,,11685.0,213810.0,15720.0,404055.0,12705.0,,,318345.0,,,,632205.0,,,553785.0,152355.0,,21645.0,,,,11655.0,,,61005.0,31380.0,419550.0,,21255.0,,1103415.0,137070.0,156825.0,40515.0,,,,11370.0,,11325.0,17325.0
Management Consulting Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10395.0,10350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12870.0,,,,,,,,,,,,,,,,38145.0,,,,,,,,,,
Manufacturing Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32040.0,,,,,,,,,,,,,,,,,,,,,,,21315.0,,,,,,,,,,
Marketing and Advertising,,,,,12975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45795.0,,,,,,,,,,
Marriage and Civil Unions,,217605.0,,,45345.0,,41565.0,,15540.0,,,,,,,,45615.0,,,,,,,,,,115890.0,,,114840.0,,50565.0,,,,,608055.0,71730.0,,121860.0,,18255.0,29070.0,,12165.0,146115.0,27480.0,77460.0,33915.0,,,66090.0,,,69345.0,,,,,,599130.0,,,15030.0,,,19995.0,,64050.0,46560.0,61515.0,,,61365.0,,84105.0,,,,289935.0,,,,42915.0,,,359670.0,,,23625.0,,27045.0,,16410.0,,28020.0,,,17100.0,,31110.0,24705.0,772890.0,72495.0,146400.0,,,,,,20160.0,,
Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24480.0,,,,,,,,13995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72180.0,,,26190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanical and Industrial Engineering Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37665.0,,,,,,,10935.0,,,,,,,,,,,,,,,,47355.0,,,,,,,,,,
Media Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400.0,,,,,,,,,,,,,,,,,,27525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19650.0,,,,,,,,,,,,,,,,150555.0,,,,,,,,,,
Medical Health,,,,,26640.0,,18810.0,,,,,,,,,,17745.0,,,,,,,,,,15375.0,,,11850.0,,10245.0,,,,,312555.0,64605.0,,,14340.0,,,,,11475.0,17970.0,34875.0,17490.0,,,,,,128220.0,,,,,,,,,,,,15600.0,,75210.0,10020.0,,,,47340.0,,50430.0,,,,77085.0,,,,40935.0,,,197655.0,,,,,,,,,,,,13725.0,,,,260025.0,35430.0,98520.0,,,,,,,,
Medical Tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54090.0,58950.0,,,,,,,,,16845.0,,,,,,,,51645.0,,,,,,,,,,,,14115.0,,22725.0,,,,,21765.0,,14430.0,,,,28065.0,,,,15990.0,,,183375.0,,,,,,,,,,,,,,,,79245.0,19365.0,42645.0,,,,,,,,
Men's Accessories,,10875.0,,,,,49410.0,,,,,,,,,,,,,,,,,,,,,,,25410.0,,,,,,,10560.0,,,,,,,,17370.0,,12900.0,111960.0,37620.0,,,,,,,,,,,,14910.0,,,,,,,,66210.0,,,,,,,131400.0,,,,413115.0,,,,,,,10485.0,,,,,,,,,,,,,,,,464640.0,11775.0,24450.0,,,,,,,,
Men's Business Wear,13695.0,57735.0,,,117375.0,,96600.0,,16710.0,,,,30045.0,,11160.0,,26250.0,,,,,,,,,,163950.0,,,143430.0,,41040.0,,32040.0,,,82725.0,141840.0,,29985.0,10665.0,16935.0,21015.0,,21180.0,37620.0,103140.0,216825.0,27060.0,,,,,,19995.0,,,,22110.0,,42960.0,,,24780.0,12465.0,,74625.0,,138540.0,498555.0,18015.0,,17940.0,39720.0,46485.0,263325.0,19815.0,28320.0,,897300.0,,,,53250.0,,,98505.0,41745.0,,31680.0,,,,12045.0,,11940.0,12375.0,,95925.0,,29490.0,16185.0,1091925.0,86445.0,90300.0,15195.0,,,,,,,
Men's Casual Wear,11325.0,87255.0,,54255.0,320505.0,,90420.0,,62010.0,,,,93270.0,,14610.0,,64875.0,22515.0,,36795.0,,10980.0,,,,13395.0,172995.0,,,810015.0,,56760.0,13170.0,35910.0,,10395.0,111870.0,213015.0,,32340.0,16140.0,22425.0,48225.0,,50565.0,44715.0,136020.0,210795.0,76815.0,,,,,,39855.0,,,11655.0,67275.0,,69825.0,,,49320.0,15600.0,,104790.0,10035.0,137070.0,242535.0,19245.0,12660.0,43920.0,51675.0,98310.0,252150.0,29805.0,29340.0,,873390.0,,,,66225.0,,,139005.0,45780.0,,81390.0,,,,18015.0,25920.0,13035.0,13800.0,11760.0,109965.0,,43245.0,19815.0,1002525.0,126765.0,152415.0,20445.0,10905.0,,12195.0,12435.0,,,
Men's Clothing,14280.0,94365.0,,60075.0,371970.0,,106740.0,,67365.0,,,,103590.0,,15045.0,,76005.0,28575.0,,43470.0,,11820.0,,,,15885.0,179655.0,,,884940.0,,65730.0,14025.0,37530.0,,11235.0,292755.0,226095.0,,34830.0,19065.0,24255.0,54675.0,,62430.0,49620.0,146910.0,235215.0,81915.0,,,,,,43950.0,,,12480.0,79380.0,,77025.0,,,53670.0,18180.0,,111750.0,11580.0,156945.0,503415.0,20145.0,13185.0,52500.0,57750.0,105120.0,293010.0,31845.0,30540.0,,981510.0,,,,71280.0,,,148380.0,47850.0,,93270.0,,,,20490.0,29115.0,13605.0,15075.0,12660.0,132300.0,,47220.0,24225.0,1251885.0,146610.0,193065.0,21720.0,11820.0,,15795.0,13485.0,,,
Men's Fashion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20115.0,,,,,,,,,,,,,,,,,,,,,,,24705.0,,,,,,,,,,
Men's Formal Wear,,70800.0,,,338280.0,,55125.0,,44640.0,,,,16950.0,,14250.0,,49095.0,,,,,,,,,,167655.0,,,540120.0,,39075.0,12150.0,34335.0,,,182670.0,206685.0,,30285.0,14445.0,19905.0,30765.0,,33315.0,43755.0,133365.0,122040.0,29700.0,,,,,,24840.0,,,10950.0,15765.0,,55275.0,,,37410.0,14370.0,,100935.0,,84990.0,179805.0,18885.0,,17565.0,47205.0,63885.0,160140.0,20115.0,28650.0,,646485.0,,,,58485.0,,,124905.0,43335.0,,30675.0,,,,15495.0,18090.0,12570.0,12510.0,11250.0,91980.0,,35730.0,15405.0,655845.0,110070.0,116400.0,19800.0,,,,,,,
Men's Health,,,,,16080.0,,10890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135360.0,,,,,,,,,,,23880.0,22635.0,,,,,,11055.0,,,,,,,,,,10785.0,,,,21240.0,,,,,,,25170.0,,,,103095.0,,,,,,,61995.0,,,,,,,,,,,,,,,,79680.0,11280.0,33870.0,,,,,,,,
Men's Jewelry and Watches,,10740.0,,,,,49410.0,,,,,,,,,,,,,,,,,,,,,,,25080.0,,,,,,,10560.0,,,,,,,,16905.0,,11985.0,111960.0,37590.0,,,,,,,,,,,,14790.0,,,,,,,,66210.0,,,,,,,131385.0,,,,413070.0,,,,,,,10410.0,,,,,,,,,,,,,,,,464205.0,11715.0,24435.0,,,,,,,,
Men's Outerwear,,10905.0,,,122130.0,,41880.0,,17925.0,,,,16695.0,,,,15720.0,,,10935.0,,,,,,,,,,253455.0,,15960.0,,,,,20025.0,70155.0,,,,,22110.0,,16500.0,,49545.0,94350.0,,,,,,,,,,,20475.0,,11145.0,,,18915.0,,,29460.0,,54840.0,,,,12300.0,,,109590.0,,,,308190.0,,,,10530.0,,,37515.0,,,23760.0,,,,,,,,,30210.0,,,,411540.0,29235.0,29235.0,,,,,,,,
Men's Shoes and Footwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100.0,,,,,,,,,,,,,,,,,,,,,,,24705.0,,,,,,,,,,
Men's Sportswear,,14280.0,,,48270.0,,35655.0,,13320.0,,,,13575.0,,10530.0,,12555.0,,,,,,,,,,,,,83670.0,,22830.0,,33330.0,,,13335.0,174075.0,,,,,28035.0,,13620.0,,107550.0,80925.0,42360.0,,,,,,15195.0,,,,11130.0,,12240.0,,,26970.0,,,73785.0,,46590.0,,,,17655.0,,48375.0,93825.0,20655.0,26955.0,,260715.0,,,,18120.0,,,81885.0,39090.0,,23175.0,,,,10965.0,,,,,43500.0,,,,302295.0,69390.0,34800.0,15255.0,,,,,,,
Men's Underwear and Sleepwear,,51285.0,,47745.0,190335.0,,88095.0,,60135.0,,,,93795.0,,10830.0,,63090.0,23385.0,,34860.0,,11085.0,,,,13125.0,24885.0,,,824955.0,,43830.0,,11850.0,,,257790.0,166080.0,,,11880.0,10170.0,43410.0,,45735.0,17490.0,92895.0,192240.0,66240.0,,,,,,31275.0,,,,68985.0,,40395.0,,,37155.0,,,74250.0,,123090.0,181740.0,,12090.0,42720.0,39720.0,53595.0,246750.0,21900.0,,,647490.0,,,,40875.0,,,91770.0,15690.0,,83400.0,,,,10290.0,25650.0,,,,61110.0,,26730.0,13485.0,1025220.0,93510.0,143460.0,13455.0,,,13710.0,,,,
Menopause,,,,,,,,,,,,,,,,,,,,,,,,,,,16815.0,,,17310.0,,,,,,,34065.0,,,,,,,,,13080.0,,,,,,,,,62745.0,,,,,,,,,,,,,,,,,,,,,,,,,18225.0,,,,,,,,,,,,,,,,,,,,,,,21540.0,,,,,,,,,,
Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17160.0,,,,,,,46905.0,67710.0,,,,,,,,,,,,,,,,,372030.0,,,,,,,,,,,,,,,,,,,,,15615.0,,,,11550.0,,,,22980.0,,,172620.0,,,,,,,,,,,,,,,,36525.0,,43485.0,,,,,,,,
Mergers and Acquisitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22995.0,,,,,,,204270.0,12000.0,,,,,,,,,,,,,,,,,23655.0,,,,10905.0,,,,,,,,,,,,,,,,,,,,,33015.0,,,,,,,33975.0,,,,,,,,,,,,11745.0,,,,50775.0,,18780.0,,,,,,,,
Metals Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcar,,61065.0,,,15870.0,,,,29460.0,,,,10365.0,,,,15705.0,,,,,,,,,,80610.0,,,308745.0,,13785.0,,,,,77865.0,52635.0,,,,,19695.0,,25740.0,,25110.0,11085.0,10920.0,,,,,,10575.0,,,,15270.0,,22995.0,,,42915.0,,,16665.0,,11550.0,40500.0,,,,,,72720.0,23040.0,,,91815.0,,,,21195.0,,,36330.0,,,23610.0,,,,,10290.0,,,,36915.0,,,,68805.0,21195.0,33705.0,,,,,,,,
Minivan,,,,,,,18480.0,,,,,,,,,,,,,,,,,,,,42240.0,,,10485.0,,,,,,,94770.0,53985.0,,,,,,,,,,34245.0,,,,,,,58980.0,,,,,,,,,,,,,,23040.0,94140.0,,,,,,53910.0,,,,147390.0,,,,,,,61455.0,,,,,,,,,,,,10275.0,,,,328995.0,,15885.0,,,,,,,,
Mobile Games,,11160.0,,,16965.0,,11640.0,,,,,,,,,,,,,,,,,,,,11850.0,,,12435.0,,,,,,,168780.0,334935.0,,,,,,,31035.0,,40080.0,21255.0,,,,,,,41310.0,,,,,,12900.0,,,16770.0,,,21630.0,,17520.0,,,,,15315.0,,35160.0,,,,53415.0,,,,159870.0,,,50865.0,,,,,,,,,,,,18975.0,,,,148050.0,21585.0,33300.0,,,,,,,,
Model Toys,,,,,118395.0,,11505.0,,,,,,12495.0,,,,56115.0,,,,,,,,,,11040.0,,,43680.0,,17670.0,,,,,189930.0,855645.0,,,18900.0,,,,17325.0,,,24390.0,,,,,,,31095.0,,,,,,,,,12525.0,23955.0,,,,12090.0,,,,,21945.0,,35535.0,,,,82620.0,,,,22035.0,,,15135.0,,,16140.0,,,,,,,,,47040.0,,,,64380.0,19590.0,220440.0,,,,,,,,
Modern Art,,,,,174375.0,,,,19935.0,,,,,,,,45690.0,,,,,,,,,,,,,228465.0,,21645.0,,,,,122445.0,20820.0,,,14280.0,10455.0,12570.0,,83235.0,,,18870.0,13710.0,,,,,,23190.0,,,,,,,,,11640.0,36240.0,,,,12015.0,,,,,34455.0,,29595.0,,,,37260.0,,,,16935.0,,,25095.0,13140.0,,12675.0,,,,,12480.0,,,,25800.0,,,,123435.0,17325.0,167070.0,,,,,,,,
Motor Insurance,,,,,,,,,,,,,,,,,10545.0,,,,,,,,,,,,,,,,,,,,143100.0,,,,,,,,,,,,146145.0,,,,,,43770.0,,,,,,,,,,,,,,,,,,,,,10860.0,,,,24015.0,,,,,,,,,,,,,,,,,,,,,,,36825.0,,16140.0,,,,,,,,
Motorcycle Sports,,13800.0,,,712995.0,17205.0,12825.0,14565.0,59955.0,,,,18255.0,,12645.0,,354540.0,,,,,,,20340.0,43395.0,,25590.0,89340.0,40935.0,170535.0,,125535.0,79635.0,24810.0,100125.0,12885.0,176115.0,39075.0,14400.0,,550620.0,24135.0,51420.0,20370.0,53460.0,,157095.0,14655.0,,,,,,22530.0,106830.0,,,35160.0,22680.0,,36690.0,,25815.0,121605.0,209175.0,,513840.0,56430.0,16230.0,93465.0,,,10095.0,1458465.0,49695.0,37485.0,,,,75750.0,,,13770.0,169245.0,,,188910.0,17610.0,,300825.0,28575.0,,,66060.0,59400.0,,12915.0,42675.0,135315.0,,12840.0,34050.0,203985.0,72465.0,922935.0,44775.0,,,,13500.0,,44685.0,22035.0
Movies,13035.0,198630.0,,402765.0,1341255.0,145605.0,280005.0,394605.0,171060.0,88785.0,41610.0,,820965.0,24345.0,37500.0,12585.0,1022475.0,245715.0,11460.0,434925.0,,19890.0,,60060.0,107505.0,202980.0,309915.0,17430.0,58455.0,1271100.0,,654525.0,34935.0,115395.0,93945.0,63225.0,19550115.0,2832900.0,,113775.0,446535.0,104070.0,695445.0,26625.0,1294215.0,81345.0,108525.0,522705.0,152370.0,,,20820.0,,,3026475.0,,,36840.0,898140.0,10005.0,163470.0,,,298425.0,210375.0,,138420.0,88515.0,308880.0,1936815.0,20700.0,33840.0,393765.0,2158185.0,104415.0,640635.0,118950.0,25260.0,,1670235.0,23055.0,,,502710.0,21435.0,,454665.0,497205.0,,1323045.0,137700.0,19275.0,,173970.0,127335.0,15465.0,95400.0,31695.0,1117245.0,,68700.0,716595.0,3203580.0,1742565.0,5643315.0,18045.0,67185.0,47730.0,140070.0,1383615.0,26880.0,15705.0,12075.0
Museums & Galleries,,40305.0,,,39420.0,,,,12720.0,,,,11010.0,,,,43410.0,,,,,,,,,,119100.0,,,123210.0,,22965.0,,,,,122010.0,59685.0,,,15810.0,20340.0,,,118170.0,,21885.0,10395.0,68925.0,,,,,,198255.0,,,,,,44985.0,,,11925.0,42405.0,,26055.0,,10230.0,13290.0,,,,,,42945.0,,,,44490.0,,,,43350.0,,,88965.0,66630.0,,14910.0,,,,,,,10440.0,,53820.0,,24690.0,,83160.0,29040.0,141915.0,,,,,,,,
Music TV,21000.0,122100.0,16680.0,99960.0,1492710.0,91365.0,98295.0,123750.0,227100.0,25290.0,16995.0,10050.0,423540.0,15345.0,30525.0,32925.0,1579935.0,89085.0,16515.0,110985.0,20715.0,21075.0,,100425.0,171060.0,65280.0,251940.0,140250.0,132420.0,691200.0,11535.0,684195.0,131850.0,110070.0,281115.0,67305.0,3256320.0,291285.0,11865.0,124950.0,1263105.0,116190.0,362835.0,50085.0,515175.0,89610.0,192315.0,194115.0,1062135.0,,14100.0,17715.0,,27270.0,673560.0,,,50190.0,217230.0,14700.0,149235.0,14325.0,25830.0,544125.0,432795.0,17475.0,3347340.0,221445.0,114225.0,797715.0,29250.0,14505.0,89820.0,2033775.0,141135.0,252375.0,113085.0,112320.0,,607575.0,12615.0,,18600.0,550260.0,28395.0,18165.0,373830.0,181170.0,18585.0,854865.0,80325.0,30510.0,,304620.0,255660.0,72285.0,99090.0,108900.0,409275.0,,54840.0,303090.0,1239165.0,523275.0,7684920.0,85485.0,84015.0,18300.0,33870.0,103230.0,12600.0,59055.0,41190.0
Music and Audio,,88545.0,,242430.0,821370.0,44310.0,54195.0,80325.0,132210.0,74310.0,12150.0,,338235.0,,18510.0,14025.0,622155.0,197895.0,,296430.0,11130.0,15885.0,,34290.0,65505.0,144045.0,97725.0,22590.0,53310.0,1016745.0,,357255.0,50730.0,45945.0,88395.0,27810.0,3141315.0,1183095.0,10905.0,72885.0,396135.0,52095.0,234585.0,30345.0,367785.0,37485.0,93975.0,103665.0,190725.0,,,,,,309780.0,,,18420.0,630330.0,,75120.0,,,372360.0,340305.0,,665460.0,64980.0,70755.0,478050.0,,34560.0,292170.0,876240.0,97395.0,151770.0,36420.0,34965.0,,262455.0,11610.0,,,287805.0,11655.0,,396810.0,89025.0,,1087305.0,46665.0,,,107490.0,122550.0,10155.0,53730.0,72000.0,358095.0,,33285.0,101190.0,665685.0,292215.0,2403510.0,42615.0,31650.0,34260.0,101505.0,251865.0,,24390.0,17070.0
Music and Party Video Games,12075.0,179715.0,,213930.0,674460.0,187560.0,64005.0,262950.0,131430.0,35400.0,104655.0,,332760.0,11730.0,35010.0,,729030.0,125490.0,,205980.0,,,,83055.0,81885.0,78435.0,464250.0,24225.0,54465.0,569820.0,,917565.0,24675.0,306525.0,87285.0,107835.0,8756820.0,2483745.0,,136770.0,399675.0,140355.0,742560.0,20310.0,1281300.0,75735.0,57090.0,168375.0,71760.0,,,15450.0,,,574425.0,,,20370.0,402075.0,,123945.0,,,614235.0,104700.0,,89085.0,66885.0,48180.0,1219920.0,45030.0,15270.0,150870.0,607050.0,65115.0,145140.0,149190.0,20520.0,,525885.0,,,,361275.0,24930.0,,206580.0,591195.0,,612975.0,119085.0,20250.0,,151575.0,113790.0,28170.0,165525.0,29280.0,964065.0,,60945.0,2434650.0,568665.0,1538970.0,4359540.0,10125.0,154920.0,20700.0,51945.0,2686245.0,30465.0,11940.0,
Musical Instruments,,,,,28950.0,,,,11715.0,,,,,,,,45165.0,,,,,,,,,,,,,101940.0,,11670.0,,,,,10140.0,,,,17490.0,,,,,,,,,,,,,,143940.0,,,,,,,,,,11940.0,,,,,,,,,12810.0,,,,,,,,,,,,,,,,12720.0,,,,,,,,,,,,,,,163545.0,,,,,,,,
Mutual Funds,,,,,11070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25440.0,,,,,,,,,,,,,,,,,,116100.0,,,,,,,,,,13770.0,,,,,,,,,40245.0,,,,,,11460.0,,,,11775.0,,,29520.0,,,,,,,,,,,,,,,,20145.0,,11415.0,,,,,,,,
Nail Care,,,,,13680.0,,,,,,,,,,,,,,,,,,,,,,,,,29205.0,,,,,,,27885.0,121305.0,,,,,,,29805.0,,,,,,,,,,43125.0,,,,,,,,,,,,,,,,,,,,,34950.0,,,,12600.0,,,,23925.0,,,12915.0,,,,,,,,,,,,62220.0,,,,17085.0,,17475.0,,,,,,,,
National & Civic Holidays,,26940.0,,10215.0,740730.0,20175.0,60495.0,19215.0,61485.0,,,,32310.0,,22245.0,10110.0,292950.0,11160.0,,,,,,20415.0,39150.0,,74070.0,117225.0,32655.0,208320.0,,152745.0,92370.0,25560.0,98160.0,16950.0,1716030.0,366660.0,37935.0,13980.0,465975.0,101835.0,62040.0,18210.0,318555.0,24825.0,318525.0,100425.0,59730.0,,,,,21195.0,499590.0,,,39900.0,27570.0,,54630.0,,24375.0,123465.0,303375.0,,605385.0,48555.0,674250.0,211245.0,,,13425.0,311025.0,62805.0,514470.0,13890.0,10110.0,,258435.0,,,10005.0,585000.0,,,909600.0,152520.0,10590.0,222015.0,33300.0,,,64860.0,72660.0,,68775.0,57090.0,463050.0,,17280.0,30120.0,1284015.0,217140.0,940215.0,61965.0,,,,21150.0,,40815.0,30165.0
National News,248805.0,197850.0,31095.0,468870.0,2692485.0,230265.0,329745.0,960015.0,408060.0,133755.0,49515.0,18630.0,3234015.0,29910.0,95490.0,65325.0,3829170.0,395100.0,77715.0,542595.0,65055.0,47460.0,15480.0,162705.0,324600.0,256500.0,633330.0,282285.0,272190.0,1386495.0,17475.0,1896885.0,231915.0,197775.0,461190.0,144930.0,9627675.0,1363380.0,157710.0,376905.0,1292700.0,343095.0,648810.0,85395.0,617910.0,274815.0,585915.0,1258440.0,2430420.0,12360.0,25845.0,56070.0,10305.0,31350.0,1804290.0,16005.0,10965.0,83025.0,1363290.0,53385.0,144405.0,36885.0,32865.0,924150.0,693150.0,19155.0,2393565.0,412905.0,713055.0,3028455.0,62835.0,86040.0,415440.0,2262615.0,282810.0,863880.0,170175.0,971250.0,27630.0,2612115.0,29220.0,,34680.0,1074765.0,56940.0,134865.0,2778525.0,305535.0,36255.0,1755585.0,260670.0,121680.0,,724935.0,413835.0,155565.0,312090.0,242130.0,976470.0,11340.0,95895.0,1330185.0,7413660.0,1055025.0,14947725.0,123735.0,1633935.0,86850.0,211650.0,724350.0,48105.0,66435.0,72900.0
Natural and Organic Beauty,,,,,53670.0,,20655.0,,,,,,,,,,21090.0,,,,,,,,,,13500.0,,,111270.0,,,,,,,550905.0,55845.0,,,,,,,47490.0,,,37005.0,,,,,,,63015.0,,,,,,10530.0,,,,13050.0,,,,21675.0,,,,,55770.0,,63195.0,,,,103815.0,,,,33375.0,,,24315.0,12015.0,,,,,,,,,,,128685.0,,,,196995.0,44730.0,67140.0,,,,,,,,
Needlework,,,,,12210.0,,,,,,,,,,,,,,,,,,,,,,,,,25290.0,,,,,,,79170.0,11055.0,,,,,,,14535.0,,,,,,,,,,47775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640.0,,,,,,,,,,
News Radio,234810.0,294825.0,35730.0,672420.0,2887110.0,243630.0,203145.0,933315.0,458715.0,169995.0,42345.0,17040.0,3567105.0,27780.0,69045.0,66030.0,3867885.0,514155.0,64890.0,760830.0,65460.0,45765.0,15675.0,184995.0,360720.0,338640.0,6917730.0,341205.0,295215.0,1469595.0,19740.0,1993605.0,176820.0,187590.0,560670.0,138060.0,7542615.0,900840.0,127530.0,513135.0,1938135.0,348690.0,673065.0,96270.0,646950.0,288435.0,297765.0,1132290.0,1322550.0,,25665.0,66090.0,,39870.0,922485.0,16320.0,12735.0,72300.0,1932075.0,46170.0,196695.0,35940.0,37485.0,1218300.0,819180.0,25095.0,3524835.0,459330.0,290145.0,1658580.0,81465.0,102255.0,585270.0,497355.0,327195.0,522120.0,169485.0,1018320.0,26970.0,2036760.0,30525.0,,38175.0,712365.0,58710.0,136305.0,819030.0,275535.0,39765.0,2249640.0,253650.0,168255.0,,762315.0,490710.0,125145.0,435495.0,243930.0,976260.0,11730.0,108150.0,1331910.0,2306340.0,712260.0,15690045.0,113895.0,1712250.0,106275.0,259440.0,705000.0,55590.0,80880.0,66120.0
News and Politics,263940.0,238620.0,33285.0,675465.0,3109575.0,242985.0,449070.0,975045.0,445050.0,179160.0,51645.0,22005.0,3758790.0,32085.0,102960.0,68355.0,4082490.0,546585.0,83400.0,816825.0,71880.0,50970.0,17370.0,174975.0,343830.0,350700.0,801720.0,292035.0,291270.0,1505025.0,18315.0,2018010.0,245310.0,214125.0,483660.0,154395.0,12826875.0,1471095.0,165420.0,408360.0,1414470.0,366765.0,721365.0,88725.0,659355.0,335385.0,748200.0,1486740.0,2481885.0,15210.0,27450.0,65595.0,11085.0,34275.0,2021685.0,16620.0,12840.0,89040.0,2089470.0,54240.0,224775.0,40350.0,40920.0,1016265.0,771255.0,19875.0,2533425.0,438975.0,903495.0,4005855.0,75615.0,109200.0,607770.0,2502315.0,333510.0,1197930.0,180465.0,982065.0,30840.0,3552780.0,30720.0,,36000.0,1231695.0,60480.0,137430.0,3457815.0,323940.0,37590.0,2128110.0,268290.0,132915.0,10695.0,765975.0,445005.0,168735.0,325965.0,265365.0,1033740.0,11850.0,114450.0,1367130.0,9250305.0,1289445.0,16467780.0,142170.0,1646880.0,114915.0,280170.0,732255.0,54030.0,73665.0,81345.0
